供应减少,causality,价格上涨
国际原油价格下调,causality,销售盈利下滑
补栏积极性不高,causality,饲料需求降低
补栏存栏下降,causality,饲料需求降低
消费减少,causality,供应减少
非洲猪瘟影响,causality,猪肉价格攀升
非洲猪瘟影响,causality,养殖利润上行
存栏量加速,causality,猪肉价格攀升
存栏量加速,causality,养殖利润上行
存栏猪肉供不应求,causality,猪肉价格攀升
存栏猪肉供不应求,causality,养殖利润上行
原奶供过于求,causality,原奶价格持续
非洲猪瘟影响,causality,产能减少
非洲猪瘟影响,causality,猪肉价格分化
非洲猪瘟影响,causality,猪肉跨省停滞
非洲猪瘟影响,causality,猪肉运输停滞
非洲猪瘟影响,causality,养殖企业亏损
猪肉产能减少,causality,猪肉市场延续
猪肉产能减少,causality,生猪价格维持
养殖企业亏损,anti_causality,饲料原料价格上涨
国内收缩,causality,焦煤价格上涨
供给收缩,causality,焦煤价格上涨
春耕增加,causality,价格上涨
用肥需求增加,causality,价格上涨
市场价格下跌,causality,原料药销售价格下跌
汽柴油价格下调,causality,炼油损耗扩大
利润下降,anti_causality,煤炭价格上涨
煤炭价格上涨,causality,公司投资
煤炭价格上涨,causality,煤炭成本增加
公司煤炭采购,causality,成本涨幅抵消
行业需求不足,causality,添加剂市场冷淡
行业需求不足,causality,维生素A冷清
生产厂家库存充足,causality,维生素A冷清
部分厂家降价,causality,维生素A冷清
国际贸易愈演愈烈,causality,出口难度加大
保护愈演愈烈,causality,出口难度加大
贸易升级,causality,出口难度加大
进口贸易量减少,causality,出口难度加大
欧洲猪瘟影响,causality,下游需求疲软
欧洲猪瘟影响,causality,维生素库存高
欧洲猪瘟影响,causality,维生素价格缺乏
下游生猪下降,causality,下游需求疲软
下游生猪下降,causality,维生素库存高
下游生猪下降,causality,维生素价格缺乏
补栏存栏下降,causality,下游需求疲软
补栏存栏下降,causality,维生素库存高
补栏存栏下降,causality,维生素价格缺乏
能繁母猪下降,causality,下游需求疲软
能繁母猪下降,causality,维生素库存高
能繁母猪下降,causality,维生素价格缺乏
存栏量加速,causality,下游需求疲软
存栏量加速,causality,维生素库存高
存栏量加速,causality,维生素价格缺乏
巴西新增,causality,白卡纸价格上行
订单出现,causality,棉价回落
原材料甘氨酸供应,causality,草甘膦价格上涨
原材料价格飙涨,causality,草甘膦价格上涨
母猪增长,causality,生猪供应
存栏增长,causality,生猪供应
非正常性下跌,causality,价格环比下跌
白糖价格下跌,causality,糖业亏损
种植面积下降,causality,棉短绒供给下降
种植下降导致,causality,棉短绒供给下降
棉花供给不足,causality,棉短绒供给下降
棉花价格上扬,causality,棉短绒供给下降
价格上扬,causality,棉短绒供给下降
南美大豆下降,causality,油脂价格继续
美国爆发,causality,生猪供应
美国爆发,causality,猪价上涨
市场供给减少,causality,磷酸盐市场上行
玉米高价将,causality,玉米需求量下降
鸡补栏量减少,causality,青年鸡存栏
油价下跌,causality,行业盈利暴跌
环境变化下滑,causality,盈利能力下降
需求增速放缓,causality,航空业出现
需求增速放缓,causality,业绩出现
上涨人民币贬值,causality,航空业出现
上涨人民币贬值,causality,业绩出现
养殖需求减少,causality,豆粕费降低
非洲猪瘟影响,causality,豆粕费降低
养殖企业补栏,causality,豆粕费降低
养殖量下降,causality,豆粕费降低
缅甸出口,causality,供需矛盾激化
锡精矿给,causality,供需矛盾激化
煤价下降,causality,燃料成本降低
蛋白需求增加,causality,豆油库存增长
蛋白大豆供应,causality,豆油库存增长
前期价格攀升,causality,抛光粉产业陷入
抛光粉产业陷入,causality,铈需求疲弱
销售盈利下滑,causality,库存有所增加
销售盈利下滑,causality,钢价回落
存栏量加速,causality,饲料量下滑
供给短缺,causality,水泥价格上涨
供给增加回落,causality,原油下跌
生物燃料费增加,causality,棕榈油库存减少
非洲猪瘟影响,causality,养殖产能下降
铁矿发货量供给,causality,价格强于
焦炭价格下跌,causality,喷吹煤焦煤
焦炭价格下跌,causality,比价优势减小
煤焦行业出现,causality,原料价格上涨
美元贬值,causality,的石油价格显著
需求疲软,causality,国际煤价继续
原油下滑,causality,海湾地区原油价格上涨
出口下滑,causality,海湾地区原油价格上涨
外盘报价,causality,悲观情绪蔓延
短期原糖过剩,causality,原糖下跌
短期供给过剩,causality,原糖下跌
宏观经济下行,causality,电量减发
宏观经济下行,causality,燃煤价格继续
存栏量加速,causality,疫苗需求量下降
存栏量加速,causality,疫苗收入下降
猪瘟爆发导致,causality,生猪价格攀
生猪产能下降,causality,生猪价格攀
生猪供给偏紧,causality,生猪价格攀
中美贸易摩擦,causality,下游需求不佳
市场低迷,causality,代鸡苗价格下跌
塑料机械销售收入出现,causality,机械收入下滑
散油市场需求疲软,causality,胚芽价格下跌
肉鸡毛利下滑,causality,公司亏损
复苏不足,causality,制造业投资
内生动力不足,causality,制造业投资
出口形势继续,causality,制造业投资
过剩压力扩大,causality,制造业投资
价格降幅扩大,causality,制造业投资
工业业好转,causality,制造业投资
工业盈利好转,causality,制造业投资
钢铁行业开工,causality,铁矿石需求下降
钢铁行业开工,causality,精矿供应减少
豆价格下跌,causality,养殖成本下降
中国采购,causality,大豆供应增加
银行增加,causality,订单额增长
经济增速放缓,causality,煤炭价格下跌
经济水电贡献,causality,煤炭价格下跌
经济进口剧增,causality,煤炭价格下跌
煤炭数量剧增,causality,煤炭价格下跌
养殖需求减少,causality,豆粕需求减少
猪瘟疫情蔓延,causality,大豆需求弱
金属价格下跌,causality,业务毛利降低
农产品价格上升,causality,用肥量增长
供应出现,causality,蛋价持续
麦草畏,causality,杀虫剂销量下滑
销量下滑,causality,杀虫剂销量下滑
精炼量增加,causality,棕榈油库存增加
猪价持续,causality,商品猪下降
补货积极性提高,causality,采购需求释放
酮价格攀升,causality,酮需求急剧下降
豆类走势偏弱,causality,饲料需求降低
贸易升级,causality,伦铅加速
下游企业买入,causality,淀粉库存下跌
钢材市场需求下滑,causality,吨钢利下降
开机率上升,causality,豆油库存高
